DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,18:00:00,11.8,110,0.95,2136,0,0,78,91,,,,,,,,
,19:00:00,11.8,56,0.95,1087,0,0,83,81,,,,,,,,
,20:00:00,11.7,55,0.95,1059,0,0,83,81,,,,,,,,
,21:00:00,11.7,50,0.95,963,0,0,83,81,,,,,,,,
,22:00:00,11.6,45,0.95,859,0,0,77,93,,,,,,,,
,23:00:00,11.7,40,0.95,770,0,0,77,93,,,,,,,,
,00:00:00,11.7,39,0.95,751,0,0,77,93,,,,,,,,
21-07-2021,01:00:00,11.8,38,0.93,722,0,0,78,91,,,,,,,,
,02:00:00,11.8,38,0.93,722,0,0,78,91,,,,,,,,
,03:00:00,11.8,65,0.93,1235,0,0,78,91,,,,,,,,
,04:00:00,11.6,65,0.93,1215,0,0,80,91,,,,,,,,
,05:00:00,11.5,66,0.93,1223,0,0,80,91,,,,,,,,
,06:00:00,11.3,69,0.93,1256,0,0,80,91,,,,,,,,
,07:00:00,11.5,73,0.93,1352,0,0,79,91,,,,,,,,
,08:00:00,11.4,75,0.93,1377,0,0,79,91,,,,,,,,
,09:00:00,11.6,78,0.93,1457,0,0,79,91,,,,,,,,
,10:00:00,11.6,76,0.93,1420,0,0,80,82,,,,,,,,
,11:00:00,11.7,70,0.93,1319,0,0,80,82,,,,,,,,
,12:00:00,11.7,68,0.93,1282,0,0,80,82,,,,,,,,
,13:00:00,11.7,65,0.93,1225,0,0,78,90,,,,,,,,
,14:00:00,11.8,63,0.93,1197,0,0,78,90,,,,,,,,
,15:00:00,11.8,63,0.93,1197,0,0,78,90,,,,,,,,
,16:00:00,11.8,62,0.93,1178,0,0,77,90,,,,,,,,
,17:00:00,11.8,60,0.93,1140,0,0,77,90,,,,,,,,
,18:00:00,11.9,60,0.93,1150,0,0,77,90,,,,,,,,
,19:00:00,11.8,55,0.93,1045,0,0,77,91,,,,,,,,
,20:00:00,11.7,52,0.93,980,0,0,77,91,,,,,,,,
,21:00:00,11.7,50,0.93,942,0,0,77,91,,,,,,,,
,22:00:00,11.7,43,0.93,810,0,0,77,90,,,,,,,,
,23:00:00,11.7,40,0.93,754,0,0,77,90,,,,,,,,
,00:00:00,11.7,38,0.93,716,0,0,77,90,,,,,,,,
22-07-2021,01:00:00,11.8,36,0.93,684,0,0,76,93,,,,,,,,
,02:00:00,11.8,34,0.93,646,0,0,76,93,,,,,,,,
,03:00:00,11.8,34,0.93,646,0,0,76,93,,,,,,,,
,04:00:00,11.8,34,0.93,646,0,0,76,93,,,,,,,,
,05:00:00,11.6,34,0.93,635,0,0,76,93,,,,,,,,
,06:00:00,11.4,60,0.93,1102,0,0,76,93,,,,,,,,
,07:00:00,11.8,60,0.93,1140,0,0,76,93,,,,,,,,
,08:00:00,11.8,62,0.93,1178,0,0,76,93,,,,,,,,
,09:00:00,11.6,60,0.93,1121,0,0,76,93,,,,,,,,
,10:00:00,11.5,58,0.93,1074,0,0,77,91,,,,,,,,
,11:00:00,11.5,64,0.93,1186,0,0,77,91,,,,,,,,
,12:00:00,11.7,39,0.93,735,0,0,77,91,,,,,,,,
,13:00:00,11.7,39,0.93,735,0,0,77,91,,,,,,,,
,14:00:00,11.7,56,0.93,1055,0,0,77,91,,,,,,,,
,15:00:00,11.7,43,0.93,810,0,0,77,91,,,,1,,,,
,16:00:00,11.8,42,0.93,798,0,0,77,91,,,,1,,,,
,17:00:00,11.9,42,0.93,805,0,0,77,91,,,,1,,,,
,18:00:00,11.9,36,0.93,690,0,0,77,91,,,,,,,,
,19:00:00,11.9,39,0.93,748,0,0,77,91,,,,,,,,
,20:00:00,11.9,38,0.93,728,0,0,77,91,,,,,,,,
,21:00:00,11.8,28,0.93,532,0,0,77,91,,,,,,,,
,22:00:00,11.1,28,0.93,501,0,0,77,91,,,,,,,,
,23:00:00,12,26,0.93,503,0,0,77,91,,,,,,,,
,00:00:00,12,26,0.93,503,0,0,77,91,,,,,,,,
23-07-2021,01:00:00,11.9,26,0.97,520,0,0,80,87,,,,,,,,
,02:00:00,12,26,0.97,524,0,0,80,87,,,,,,,,
,03:00:00,11.9,27,0.97,540,0,0,80,87,,,,,,,,
,04:00:00,11.9,26,0.97,520,0,0,80,82,,,,,,,,
,05:00:00,11.9,27,0.97,540,0,0,80,82,,,,,,,,
,06:00:00,12,28,0.97,565,0,0,80,82,,,,,,,,
,07:00:00,11.9,65,0.97,1300,0,0,75,93,,,,1,,,,
,08:00:00,11.6,77,0.97,1501,0,0,75,93,,,,1,,,,
,09:00:00,11.6,75,0.97,1462,0,0,75,93,,,,1,,,,
,10:00:00,11.5,76,0.97,1468,0,0,77,90,,,,,,,,
,11:00:00,11.5,65,0.97,1256,0,0,77,90,,,,,,,,
,12:00:00,11.5,76,0.97,1468,0,0,77,90,,,,1,,,,
,13:00:00,11.4,70,0.97,1341,0,0,76,90,,,,,,,,
,14:00:00,11.3,70,0.97,1329,0,0,76,90,,,,,,,,
,15:00:00,11.3,74,0.97,1405,0,0,76,90,,,,,,,,
,16:00:00,11.2,66,0.97,1242,0,0,77,78,,,,,,,,
,17:00:00,11.4,66,0.97,1264,0,0,77,78,,,,,,,,
,18:00:00,11.4,66,0.97,1264,0,0,77,78,,,,,,,,
,19:00:00,11.5,48,0.97,927,0,0,76,90,,,,,,,,
,20:00:00,11.6,48,0.97,935,0,0,76,90,,,,,,,,
,21:00:00,11.6,42,0.97,819,0,0,76,90,,,,,,,,
,22:00:00,11.6,40,0.97,780,0,0,76,90,,,,,,,,
,23:00:00,11.6,38,0.97,741,0,0,76,90,,,,,,,,
,00:00:00,11.7,30,0.97,590,0,0,76,90,,,,,,,,
24-07-2021,01:00:00,11.7,27,0.89,487,0,0,77,86,,,,,,,,
,02:00:00,11.7,27,0.89,487,0,0,77,86,,,,,,,,
,03:00:00,11.7,27,0.89,487,0,0,77,86,,,,,,,,
,04:00:00,11.7,27,0.89,487,0,0,84,68,,,,,,,,
,05:00:00,11.7,27,0.89,487,0,0,84,68,,,,,,,,
,06:00:00,11.5,60,0.89,1064,0,0,84,68,,,,,,,,
,07:00:00,11.3,91,0.89,1585,0,0,86,63,,,,,,,,
,08:00:00,11.3,108,0.89,1881,0,0,86,63,,,,,,,,
,09:00:00,11.3,108,0.89,1881,0,0,86,63,,,,,,,,
,10:00:00,11.2,130,0.89,2244,0,0,86,62,,,,,,,,
,11:00:00,11.4,138,0.89,2425,0,0,86,62,,,,,,,,
,12:00:00,11.4,138,0.89,2425,0,0,86,62,,,,,,,,
,13:00:00,11.3,151,0.89,2630,0,0,80,85,,,,,,,,
,14:00:00,11.3,160,0.89,2787,0,0,80,85,,,,,,,,
,15:00:00,11.2,161,0.89,2780,0,0,80,85,,,,,,,,
,16:00:00,11.2,170,0.89,2935,0,0,79,88,,,,,,,,
,17:00:00,11.2,172,0.89,2970,0,0,79,88,,,,,,,,
,18:00:00,11.2,142,0.89,2452,0,0,79,88,,,,,,,,
,19:00:00,11.8,54,0.89,982,0,0,76,88,,,,,,,,
,20:00:00,11.7,50,0.89,902,0,0,76,88,,,,,,,,
,21:00:00,11.8,45,0.89,819,0,0,76,88,,,,,,,,
,22:00:00,11.8,42,0.89,764,0,0,77,90,,,,,,,,
,23:00:00,11.7,39,0.89,703,0,0,77,90,,,,,,,,
,00:00:00,11.7,39,0.89,703,0,0,77,90,,,,,,,,
25-07-2021,01:00:00,11.6,34,0.97,663,1,0,83,74,,,,,,,,
,02:00:00,11.6,34,0.97,663,1,0,83,74,,,,,,,,
,03:00:00,11.4,34,0.97,651,1,0,83,74,,,,,,,,
,04:00:00,11.4,42,0.97,804,1,0,86,56,,,,,,,,
,05:00:00,11.3,54,0.97,1025,1,0,86,56,,,,,,,,
,06:00:00,11.2,80,0.97,1505,1,0,86,56,,,,,,,,
,07:00:00,11.2,140,0.97,2634,1,0,88,50,,,,,,,,
,08:00:00,11.4,168,0.97,3218,1,0,88,50,,,,,,,,
,09:00:00,11.4,172,0.97,3294,1,0,88,50,,,,,,,,
,10:00:00,11.4,174,0.97,3333,1,0,87,59,,,,,,,,
,11:00:00,11.6,160,0.97,3118,1,0,87,59,,,,,,,,
,12:00:00,11.6,170,0.97,3313,1,0,87,59,,,,,,,,
,13:00:00,11.5,163,0.97,3149,1,0,79,90,,,,,,,,
,14:00:00,11.6,166,0.97,3235,1,0,79,90,,,,,,,,
,15:00:00,11.6,164,0.97,3196,1,0,79,90,,,,,,,,
,16:00:00,11.6,166,0.97,3235,1,0,80,90,,,,,,,,
,17:00:00,11.6,164,0.97,3196,1,0,80,90,,,,,,,,
,18:00:00,11.2,153,0.97,2879,1,0,80,90,,,,,,,,
,19:00:00,12,58,0.97,1169,1,0,78,88,,,,,,,,
,20:00:00,11.9,48,0.97,960,1,0,78,88,,,,,,,,
,21:00:00,11.8,48,0.97,952,1,0,78,88,,,,,,,,
,22:00:00,11.9,46,0.97,920,1,0,78,88,,,,,,,,
,23:00:00,11.9,44,0.97,880,1,0,78,88,,,,,,,,
,00:00:00,12,41,0.97,827,1,0,78,88,,,,,,,,
26-07-2021,01:00:00,11.8,60,0.85,1042,0,0,84,76,,,,,,,,
,02:00:00,11.8,64,0.85,1112,0,0,84,76,,,,,,,,
,03:00:00,11.7,64,0.85,1102,0,0,84,76,,,,,,,,
,04:00:00,11.6,64,0.85,1093,0,0,90,54,,,,,,,,
,05:00:00,11.6,86,0.85,1469,0,0,90,54,,,,,,,,
,06:00:00,11,88,0.85,1425,0,0,90,54,,,,,,,,
,07:00:00,11.2,172,0.85,2836,0,0,92,48,,,,,,,,
,08:00:00,11.1,182,0.85,2974,0,0,92,48,,,,,,,,
,09:00:00,11,225,0.85,3644,0,0,92,48,,,,,,,,
,10:00:00,11.2,241,0.85,3974,0,0,92,46,,,,,,,,
,11:00:00,11.2,229,0.85,3776,0,0,92,46,,,,,,,,
,12:00:00,11.7,193,0.85,3324,0,0,92,46,,,,,,,,
,13:00:00,11.8,202,0.85,3509,0,0,89,57,,,,,,,,
,14:00:00,11.9,209,0.85,3662,0,0,89,57,,,,,,,,
,15:00:00,11.6,214,0.85,3655,0,0,89,57,,,,,,,,
,16:00:00,11.4,220,0.85,3692,0,0,87,57,,,,,,,,
,17:00:00,11.6,210,0.85,3586,0,0,87,57,,,,,,,,
,18:00:00,11.8,202,0.85,3509,0,0,87,57,,,,,,,,
,19:00:00,11.6,58,0.85,991,0,0,78,90,,,,,,,,
,20:00:00,11.6,55,0.85,939,0,0,78,90,,,,,,,,
,21:00:00,11.6,52,0.85,888,0,0,78,90,,,,,,,,
,22:00:00,11.6,50,0.85,854,0,0,82,62,,,,,,,,
,23:00:00,11.7,46,0.85,792,0,0,82,62,,,,,,,,
,00:00:00,11.8,42,0.85,730,0,0,82,62,,,,,,,,
27-07-2021,01:00:00,11.4,95,0.84,1576,0,0,83,62,,,,,,,,
,02:00:00,11.4,95,0.84,1576,0,0,83,62,,,,,,,,
,03:00:00,11.4,95,0.84,1576,0,0,83,62,,,,,,,,
,04:00:00,11.4,123,0.84,2040,0,0,88,51,,,,,,,,
,05:00:00,11.3,136,0.84,2236,0,0,88,51,,,,,,,,
,06:00:00,11.2,181,0.84,2949,0,0,88,51,,,,,,,,
,07:00:00,11,231,0.84,3697,0,0,90,47,,,,,,,,
,08:00:00,11.2,229,0.84,3732,0,0,90,47,,,,,,,,
,09:00:00,11.3,210,0.84,3453,0,0,90,47,,,,,1,,,
,10:00:00,11.3,230,0.84,3781,0,0,90,46,,,,,,,,
,11:00:00,11.3,230,0.84,3781,0,0,90,46,,,,,,,,
,12:00:00,11.4,228,0.84,3782,0,0,90,46,,,,,,,,
,13:00:00,11.4,228,0.84,3782,0,0,87,55,,,,,,,,
,14:00:00,11.6,226,0.84,3814,0,0,87,55,,,,,,,,
,15:00:00,11.6,226,0.84,3814,0,0,87,55,,,,,,,,
,16:00:00,11.7,216,0.84,3677,0,0,84,73,,,,,,,,
,17:00:00,11.6,210,0.84,3544,0,0,84,73,,,,,,,,
,18:00:00,11.2,182,0.84,2966,0,0,84,73,,,,,,,,
,19:00:00,11.7,54,0.84,919,0,0,85,61,,,,,,,,
,20:00:00,11.6,54,0.84,911,0,0,85,61,,,,,,,,
,21:00:00,11.6,57,0.84,962,0,0,85,61,,,,,,,,
,22:00:00,11.6,50,0.84,844,0,0,82,70,,,,,,,,
,23:00:00,11.6,46,0.84,776,0,0,82,70,,,,,,,,
,00:00:00,11.6,42,0.84,709,0,0,82,70,,,,,,,,
28-07-2021,01:00:00,11.4,95,0.93,1745,0,0,83,67,,,,,,,,
,02:00:00,11.4,95,0.93,1745,0,0,83,67,,,,,,,,
,03:00:00,11.4,95,0.93,1745,0,0,83,67,,,,,,,,
,04:00:00,11.4,123,0.93,2259,0,0,87,50,,,,,,,,
,05:00:00,11.3,136,0.93,2475,0,0,87,50,,,,,,,,
,06:00:00,11.2,180,0.93,3247,0,0,87,50,,,,,,,,
,07:00:00,11,243,0.93,4306,0,0,90,45,,,,,,,,
,08:00:00,11,259,0.93,4589,0,0,90,45,,,,,,,,
,09:00:00,11.3,202,0.93,3677,0,0,90,45,,,,,1,,,
,10:00:00,11.4,273,0.93,5013,0,0,90,49,,,,,,,,
,11:00:00,11.8,275,0.93,5227,0,0,90,49,,,,,,,,
,12:00:00,11.8,272,0.93,5170,0,0,90,49,,,,,,,,
,13:00:00,11.8,258,0.93,4904,0,0,85,60,,,,,,,,
,14:00:00,11.8,258,0.93,4904,0,0,85,60,,,,,,,,
,15:00:00,11.8,251,0.93,4771,0,0,85,60,,,,,,,,
,16:00:00,11.8,238,0.93,4524,0,0,85,57,,,,,,,,
,17:00:00,11.4,240,0.93,4407,0,0,85,57,,,,,,,,
,18:00:00,11.6,227,0.93,4242,0,0,85,57,,,,,,,,
,19:00:00,11.6,48,0.93,897,0,0,83,79,,,,,,,,
,20:00:00,11.6,48,0.93,897,0,0,83,79,,,,,,,,
,21:00:00,11.3,48,0.93,874,0,0,83,79,,,,,,,,
,22:00:00,11.2,48,0.93,866,0,0,83,64,,,,,,,,
,23:00:00,11.8,46,0.93,874,0,0,83,64,,,,,,,,
,00:00:00,11.8,42,0.93,798,0,0,83,64,,,,,,,,
29-07-2021,01:00:00,11,64,0.83,1012,0,0,81,67,,,,,,,,
,02:00:00,11.7,68,0.83,1144,0,0,81,67,,,,,,,,
,03:00:00,11.7,72,0.83,1211,0,0,81,67,,,,,,,,
,04:00:00,11.6,72,0.83,1201,0,0,84,63,,,,,,,,
,05:00:00,11.6,160,0.83,2668,0,0,84,63,,,,,,,,
,06:00:00,11.3,206,0.83,3346,0,0,84,63,,,,,,,,
,07:00:00,11,244,0.83,3859,0,0,83,65,,,,,,,,
,08:00:00,11.2,252,0.83,4057,0,0,83,65,,,,,,,,
,09:00:00,11.8,240,0.83,4071,0,0,83,65,,,,,,,,
,10:00:00,11.8,240,0.83,4071,0,0,85,63,,,,,,,,
,11:00:00,11.8,215,0.83,3647,0,0,85,63,,,,,,,,
,12:00:00,11.8,210,0.83,3562,0,0,85,63,,,,,,,,
,13:00:00,11.7,213,0.83,3583,0,0,83,65,,,,,,,,
,14:00:00,11.7,197,0.83,3314,0,0,83,65,,,,,,,,
,15:00:00,11.7,190,0.83,3196,0,0,83,65,,,,,,,,
,16:00:00,11.6,166,0.83,2768,0,0,82,67,,,,,,,,
,17:00:00,11.6,166,0.83,2768,0,0,82,67,,,,,,,,
,18:00:00,11.6,166,0.83,2768,0,0,82,67,,,,,,,,
,19:00:00,11.8,51,0.83,865,0,0,84,64,,,,,,,,
,20:00:00,11.8,51,0.83,865,0,0,84,64,,,,,,,,
,21:00:00,11.8,51,0.83,865,0,0,84,64,,,,,,,,
,22:00:00,11.8,48,0.83,814,0,0,81,70,,,,,,,,
,23:00:00,11.8,46,0.83,780,0,0,81,70,,,,,,,,
,00:00:00,11.8,42,0.83,712,0,0,81,70,,,,,,,,
30-07-2021,01:00:00,11.6,105,0.83,1751,0,0,84,69,,,,,,,,
,02:00:00,11.6,105,0.83,1751,0,0,84,69,,,,,,,,
,03:00:00,11.6,105,0.83,1751,0,0,84,69,,,,,,,,
,04:00:00,11.4,110,0.83,1803,0,0,87,65,,,,,,,,
,05:00:00,11.2,135,0.83,2174,0,0,87,65,,,,,,,,
,06:00:00,11.2,163,0.83,2624,0,0,87,65,,,,,,,,
,07:00:00,11,235,0.83,3716,0,0,86,70,,,,,,,,
,08:00:00,11.2,244,0.83,3929,0,0,86,70,1,,,,,,,
,09:00:00,11.5,241,0.83,3984,0,0,86,70,1,,,,,,,
,10:00:00,11.8,41,0.83,696,0,0,84,69,,,,,,,,
,11:00:00,11,266,0.83,4206,0,0,84,69,,,,,,,,
,12:00:00,11,279,0.83,4412,0,0,84,69,,,,,,,,
,13:00:00,11.3,266,0.83,4321,0,0,83,72,,,,,,,,
,14:00:00,11.4,251,0.83,4114,0,0,83,72,,,,,,,,
,15:00:00,11.5,244,0.83,4034,0,0,83,72,,,,,,,,
,16:00:00,11.7,237,0.83,3986,0,0,85,64,,,,,,,,
,17:00:00,11.7,207,0.83,3482,0,0,85,64,,,,,,,,
,18:00:00,11.6,167,0.83,2785,0,0,85,64,,,,,,,,
,19:00:00,11.7,48,0.83,807,0,0,82,71,,,,,,,,
,20:00:00,11.7,48,0.83,807,0,0,82,71,,,,,,,,
,21:00:00,11.7,47,0.83,791,0,0,82,71,,,,,,,,
,22:00:00,11.8,46,0.83,780,0,0,82,68,,,,,,,,
,23:00:00,11.9,44,0.83,753,0,0,82,68,,,,,,,,
,00:00:00,11.8,42,0.83,712,0,0,82,68,,,,,,,,
31-07-2021,01:00:00,11.6,32,0.85,546,0,0,81,71,,,,,,,,
,02:00:00,11.6,102,0.85,1742,0,0,81,71,,,,,,,,
,03:00:00,11.7,108,0.85,1860,0,0,81,71,,,,,,,,
,04:00:00,11.7,118,0.85,2033,0,0,86,65,,,,,,,,
,05:00:00,11.4,124,0.85,2081,0,0,86,65,,,,,,,,
,06:00:00,11.4,168,0.85,2820,0,0,86,65,,,,,,,,
,07:00:00,11,233,0.85,3773,0,0,89,57,,,,,,,,
,08:00:00,11.3,237,0.85,3943,0,0,89,57,,,,,,,,
,09:00:00,11.3,242,0.85,4026,0,0,89,57,,,,,,,,
,10:00:00,11.5,243,0.85,4114,0,0,89,53,,,,,,,,
,11:00:00,11.6,240,0.85,4099,0,0,89,53,,,,,,,,
,12:00:00,11.7,238,0.85,4100,0,0,89,53,,,,,,,,
,13:00:00,12,243,0.85,4293,0,0,87,61,,,,,,,,
,14:00:00,11.6,239,0.85,4082,0,0,87,61,,,,,,,,
,15:00:00,11.6,237,0.85,4047,0,0,87,61,,,,,,,,
,16:00:00,11.6,233,0.85,3979,0,0,86,63,,,,,,,,
,17:00:00,11.6,205,0.85,3501,0,0,86,63,,,,,,,,
,18:00:00,11.8,166,0.85,2884,0,0,86,63,,,,,,,,
,19:00:00,11.9,50,0.85,876,0,0,82,68,,,,,,,,
,20:00:00,11.8,50,0.85,869,0,0,82,68,,,,,,,,
,21:00:00,11.7,48,0.85,827,0,0,82,68,,,,,,,,
,22:00:00,11.7,46,0.85,792,0,0,81,68,,,,,,,,
,23:00:00,11.6,44,0.85,751,0,0,81,68,,,,,,,,
,00:00:00,11.5,42,0.85,711,0,0,81,68,,,,,,,,
01-08-2021,01:00:00,11.4,110,0.84,1824,1,0,82,68,,,,,,,,
,02:00:00,11.4,110,0.84,1824,1,0,82,68,,,,,,,,
,03:00:00,11.4,110,0.84,1824,1,0,82,68,,,,,,,,
,04:00:00,11.3,126,0.84,2072,1,0,86,58,,,,,,,,
,05:00:00,11.3,138,0.84,2269,1,0,86,58,,,,,,,,
,06:00:00,11.2,233,0.84,3797,1,0,86,58,,,,,,,,
,07:00:00,11.2,283,0.84,4612,1,0,87,60,,,,,,,,
,08:00:00,11.6,280,0.84,4726,1,0,87,60,,,,,,,,
,09:00:00,11.7,279,0.84,4749,1,0,87,60,,,,,,,,
,10:00:00,11.4,271,0.84,4495,1,0,87,57,,,,,,,,
,11:00:00,11.4,265,0.84,4395,1,0,87,57,,,,,,,,
,12:00:00,11.4,265,0.84,4395,1,0,87,57,,,,,,,,
,13:00:00,11.6,242,0.84,4084,1,0,86,59,,,,,,,,
,14:00:00,11.8,197,0.84,3382,1,0,86,59,,,,,,,,
,15:00:00,11.8,197,0.84,3382,1,0,86,59,,,,,,,,
,16:00:00,11.8,202,0.84,3468,1,0,85,59,,,,,,,,
,17:00:00,11.4,195,0.84,3234,1,0,85,59,,,,,,,,
,18:00:00,11.7,188,0.84,3200,1,0,85,59,,,,,,,,
,19:00:00,11.6,50,0.84,844,1,0,85,68,,,,,,,,
,20:00:00,11.7,55,0.84,936,1,0,85,68,,,,,,,,
,21:00:00,11.7,50,0.84,851,1,0,85,68,,,,,,,,
,22:00:00,11.7,48,0.84,817,1,0,80,68,,,,,,,,
,23:00:00,11.6,44,0.84,743,1,0,80,68,,,,,,,,
,00:00:00,11.5,42,0.84,703,1,0,80,68,,,,,,,,
02-08-2021,01:00:00,11.4,114,0.83,1868,0,0,82,68,,,,,,,,
,02:00:00,11.4,114,0.83,1868,0,0,82,68,,,,,,,,
,03:00:00,11.4,114,0.83,1868,0,0,82,68,,,,,,,,
,04:00:00,11.3,126,0.83,2047,0,0,87,55,,,,,,,,
,05:00:00,11.3,138,0.83,2242,0,0,87,55,,,,,,,,
,06:00:00,11,199,0.83,3147,0,0,87,55,,,,,,,,
,07:00:00,11.4,264,0.83,4327,0,0,88,50,,,,,,,,
,08:00:00,11.2,266,0.83,4283,0,0,88,50,,,,,,,,
,09:00:00,11.4,280,0.83,4589,0,0,88,50,,,,,,,,
,10:00:00,11.6,266,0.83,4436,0,0,89,49,,,,,,,,
,11:00:00,11.8,250,0.83,4241,0,0,89,49,,,,,,,,
,12:00:00,11.8,248,0.83,4207,0,0,89,49,,,,,,,,
,13:00:00,11.8,240,0.83,4071,0,0,86,57,,,,,,,,
,14:00:00,11.8,242,0.83,4105,0,0,86,57,,,,,,,,
,15:00:00,11.8,243,0.83,4122,0,0,86,57,,,,,,,,
,16:00:00,11.7,221,0.83,3717,0,0,84,61,,,,,,,,
,17:00:00,11.7,211,0.83,3549,0,0,84,61,,,,,,,,
,18:00:00,11.6,198,0.83,3302,0,0,84,61,,,,,,,,
,19:00:00,11.4,154,0.83,2524,0,0,83,62,,,,,,,,
,20:00:00,11.4,151,0.83,2475,0,0,83,62,,,,,,,,
,21:00:00,11.7,50,0.83,841,0,0,83,62,,,,,,,,
,22:00:00,11.7,48,0.83,807,0,0,82,68,,,,,,,,
,23:00:00,11.6,46,0.83,767,0,0,82,68,,,,,,,,
,00:00:00,11.5,42,0.83,694,0,0,82,68,,,,,,,,
03-08-2021,01:00:00,11.5,118,0.84,1974,0,0,82,70,,,,,,,,
,02:00:00,11.5,118,0.84,1974,0,0,82,70,,,,,,,,
,03:00:00,11.5,118,0.84,1974,0,0,82,70,,,,,,,,
,04:00:00,11.4,126,0.84,2090,0,0,86,63,,,,,,,,
,05:00:00,11.3,138,0.84,2269,0,0,86,63,,,,,,,,
,06:00:00,11,241,0.84,3857,0,0,86,63,,,,,,,,
,07:00:00,11.5,256,0.84,4283,0,0,88,56,,,,,,,,
,08:00:00,11.6,274,0.84,4624,0,0,88,56,,,,,,,,
,09:00:00,11.8,273,0.84,4687,0,0,88,56,,,,,,,,
,10:00:00,11.6,270,0.84,4557,0,0,89,58,,,,,,,,
,11:00:00,11.7,268,0.84,4562,0,0,89,58,1,,,,,,,
,12:00:00,11.6,263,0.84,4439,0,0,89,58,,,,,,,,
,13:00:00,11.9,274,0.84,4744,0,0,85,72,,,,,,,,
,14:00:00,11.2,257,0.84,4188,0,0,85,72,,,,,,,,
,15:00:00,11.4,242,0.84,4014,0,0,85,72,,,,,,,,
,16:00:00,11.4,238,0.84,3947,0,0,82,78,,,,,,,,
,17:00:00,11.4,208,0.84,3450,0,0,82,78,,,,,,,,
,18:00:00,11.6,189,0.84,3190,0,0,82,78,,,,,,,,
,19:00:00,11.6,49,0.84,827,0,0,82,65,,,,,,,,
,20:00:00,11.6,48,0.84,810,0,0,82,65,,,,,,,,
,21:00:00,11.7,48,0.84,817,0,0,82,65,,,,,,,,
,22:00:00,11.7,46,0.84,783,0,0,81,84,,,,,,,,
,23:00:00,11.6,46,0.84,776,0,0,81,84,,,,,,,,
,00:00:00,11.6,42,0.84,709,0,0,81,84,,,,,,,,
04-08-2021,01:00:00,11.6,44,0.85,751,0,0,86,70,,,,,,,,
,02:00:00,11.7,82,0.85,1412,0,0,86,70,,,,,,,,
,03:00:00,11.7,82,0.85,1412,0,0,86,70,,,,,,,,
,04:00:00,11.6,98,0.85,1674,0,0,89,56,,,,,,,,
,05:00:00,11.6,118,0.85,2015,0,0,89,56,,,,,,,,
,06:00:00,11.5,235,0.85,3979,0,0,89,56,,,,,,,,
,07:00:00,11.1,274,0.85,4478,0,0,90,48,,,,,,,,
,08:00:00,11.1,296,0.85,4837,0,0,90,48,,,,,,,,
,09:00:00,11.1,290,0.85,4739,0,0,90,48,,,,,,,,
,10:00:00,11.5,285,0.85,4825,0,0,90,47,,,,,,,,
,11:00:00,11.5,286,0.85,4842,0,0,90,47,,,,,,,,
,12:00:00,11.8,254,0.85,4413,0,0,90,47,,,,,,,,
,13:00:00,11.4,258,0.85,4330,0,0,86,63,,,,,,,,
,14:00:00,11.6,252,0.85,4304,0,0,86,63,,,,,,,,
,15:00:00,11.6,252,0.85,4304,0,0,86,63,,,,,,,,
,16:00:00,11.6,236,0.85,4030,0,0,86,59,,,,,,,,
,17:00:00,11.3,244,0.85,4059,0,0,86,59,,,,,,,,
,18:00:00,11.8,238,0.85,4135,0,0,86,59,,,,,,,,
,19:00:00,11.6,51,0.85,871,0,0,81,80,,,,,,,,
,20:00:00,11.7,60,0.85,1034,0,0,81,80,,,,,,,,
,21:00:00,11.6,58,0.85,991,0,0,81,80,,,,,,,,
,22:00:00,11.5,55,0.85,931,0,0,82,65,,,,,,,,
,23:00:00,11.5,50,0.85,847,0,0,82,65,,,,,,,,
,00:00:00,11.4,43,0.85,722,0,0,82,65,,,,,,,,
05-08-2021,01:00:00,11.3,145,0.86,2441,0,0,85,65,,,,,,,,
,02:00:00,11.3,145,0.86,2441,0,0,85,65,,,,,,,,
,03:00:00,11.3,145,0.86,2441,0,0,85,65,,,,,,,,
,04:00:00,11.3,145,0.86,2441,0,0,88,59,,,,,,,,
,05:00:00,11.3,160,0.86,2693,0,0,88,59,,,,,,,,
,06:00:00,11.3,220,0.86,3703,0,0,88,59,,,,,,,,
,07:00:00,11.2,315,0.86,5255,0,0,89,57,,,,,,,,
,08:00:00,11.2,320,0.86,5339,0,0,89,57,,,,,,,,
,09:00:00,11.6,332,0.86,5737,0,0,89,57,,,,,,,,
,10:00:00,11.5,274,0.86,4694,0,0,83,89,1,,,,,,,
,11:00:00,11.6,217,0.86,3750,0,0,83,89,1,,,,,,,
,12:00:00,11.8,300,0.86,5273,0,0,83,89,,,,,,,,
,13:00:00,11.7,325,0.86,5664,0,0,82,87,,,,,,,,
,14:00:00,11.6,341,0.86,5892,0,0,82,87,,,,,,,,
,15:00:00,11.8,342,0.86,6011,0,0,82,87,,,,,,,,
,16:00:00,11.8,316,0.86,5554,0,0,82,89,,,,,,,,
,17:00:00,11.8,302,0.86,5308,0,0,82,89,,,,,,,,
,18:00:00,11.9,200,0.86,3545,0,0,82,89,,,,,,,,
,19:00:00,11.5,56,0.86,959,0,0,85,63,,,,,,,,
,20:00:00,11.6,80,0.86,1382,0,0,85,63,,,,,,,,
